title,genres,year,clean_title,source,language
The Night Comes Again,"action,crime,drama",2025,the night comes again,Indo_Lama,English
Mean Girls 2,"comedy,drama,romance",2025,mean girls 2,Indo_Lama,Indo
Ghostbusters Reboot,"comedy,fantasy,action",2025,ghostbusters reboot,Indo_Lama,Indo
Ted 3,"comedy,fantasy,adult",2025,ted 3,Indo_Lama,Indo
Johnny English 4,"comedy,action,spy",2025,johnny english 4,Indo_Lama,Indo
Rush Hour 4,"comedy,action,crime",2025,rush hour 4,Indo_Lama,Indo
Deadpool 3,"comedy,action,superhero",2025,deadpool 3,Indo_Lama,Indo
The Hangover 4,"comedy,adult,drama",2025,the hangover 4,Indo_Lama,English
Get Smart Again,"comedy,action,spy",2025,get smart again,Indo_Lama,Indo
Warkop DKI Reborn 5,"comedy,drama,family",2025,warkop dki reborn 5,Indo_Lama,Indo
The Diplomat,"drama,thriller,politics",2025,the diplomat,Indo_Lama,English
Bumi Manusia 2,"drama,romance,history",2025,bumi manusia 2,Indo_Lama,Indo
Joker 2,"drama,crime,thriller",2025,joker 2,Indo_Lama,Indo
The Whale Returns,"drama,family,life",2025,the whale returns,Indo_Lama,English
Forrest Gump 2,"drama,romance,life",2025,forrest gump 2,Indo_Lama,Indo
The Pursuit Continues,"drama,family,biography",2025,the pursuit continues,Indo_Lama,English
Habibie Ainun 4,"drama,romance,history",2025,habibie ainun 4,Indo_Lama,Indo
A Man Called Otto 2,"drama,comedy,life",2025,a man called otto 2,Indo_Lama,English
The Social Network 2,"drama,biography,technology",2025,the social network 2,Indo_Lama,English
The Conjuring 4,"horror,supernatural,thriller",2025,the conjuring 4,Indo_Lama,English
Insidious 6,"horror,thriller,mystery",2025,insidious 6,Indo_Lama,English
Pengabdi Setan 3,"horror,drama,mystery",2025,pengabdi setan 3,Indo_Lama,Indo
A Quiet Place 3,"horror,sci-fi,drama",2025,a quiet place 3,Indo_Lama,English
Final Destination 6,"horror,thriller,supernatural",2025,final destination 6,Indo_Lama,English
The Nun 3,"horror,supernatural,thriller",2025,the nun 3,Indo_Lama,English
IT Chapter 3,"horror,drama,fantasy",2025,it chapter 3,Indo_Lama,English
Train to Busan 3,"horror,action,drama",2025,train to busan 3,Indo_Lama,English
The Exorcist 2,"horror,supernatural,drama",2025,the exorcist 2,Indo_Lama,English
Smile 2,"horror,thriller,mystery",2025,smile 2,Indo_Lama,Indo
Love Again 2,"romance,drama,comedy",2025,love again 2,Indo_Lama,Indo
Before Sunset 3,"romance,drama,life",2025,before sunset 3,Indo_Lama,Indo
Dilan 1993,"romance,drama,teen",2025,dilan 1993,Indo_Lama,Indo
The Notebook 2,"romance,drama,family",2025,the notebook 2,Indo_Lama,English
Marry My Husband,"romance,fantasy,drama",2025,marry my husband,Indo_Lama,Indo
La La Land 2,"romance,drama,music",2025,la la land 2,Indo_Lama,Indo
Me Before You 2,"romance,drama,life",2025,me before you 2,Indo_Lama,Indo
Wedding Agreement 3,"romance,drama,religion",2025,wedding agreement 3,Indo_Lama,Indo
Crazy Rich Asians 2,"romance,comedy,drama",2025,crazy rich asians 2,Indo_Lama,Indo
Spider-Man: Brand New Day,"action,adventure,superhero",2026,spiderman brand new day,Indo_Lama,Indo
The Devil Wears Prada 2,"comedy,drama,fashion",2026,the devil wears prada 2,Indo_Lama,English
Dune: Part Three,"sci-fi,adventure,drama",2026,dune part three,Indo_Lama,English
Avengers: Doomsday,"action,sci-fi,superhero",2026,avengers doomsday,Indo_Lama,Indo
Evil Dead Burn,"horror,thriller,mystery",2026,evil dead burn,Indo_Lama,Indo
Coyote vs. Acme,"comedy,family,animation",2026,coyote vs acme,Indo_Lama,Indo
Street Fighter,"action,adventure,fighting",2026,street fighter,Indo_Lama,Indo
Weapons,"horror,thriller,mystery",2026,weapons,Indo_Lama,Indo
Practical Magic 2,"fantasy,romance,drama",2026,practical magic 2,Indo_Lama,Indo
The Strangers: Chapter Final,"horror,thriller",2026,the strangers chapter final,Indo_Lama,English
The End of Oak Street,"sci-fi,adventure,drama",2026,the end of oak street,Indo_Lama,English
Mutiny,"action,thriller,crime",2026,mutiny,Indo_Lama,Indo
Insidious: Out of the Further,"horror,thriller",2026,insidious out of the further,Indo_Lama,English
PAW Patrol: The Dino Movie,"animation,family,adventure",2026,paw patrol the dino movie,Indo_Lama,English
One Night Only,"romance,comedy,drama",2026,one night only,Indo_Lama,English
Danur: The Last Chapter,"horror,mystery,supernatural",2026,danur the last chapter,Indo_Lama,English
Ghost in the Cell,"thriller,crime,mystery",2026,ghost in the cell,Indo_Lama,English
Jangan Buang Ibu,"drama,family,emotion",2026,jangan buang ibu,Indo_Lama,Indo
Tunggu Aku Sukses Nanti,"drama,life,romance",2026,tunggu aku sukses nanti,Indo_Lama,Indo
Alas Roban,"horror,thriller,folklore",2026,alas roban,Indo_Lama,Indo
Sekawan Limo 2: Gunung Klawih,"horror,adventure,comedy",2026,sekawan limo 2 gunung klawih,Indo_Lama,Indo
"Ayah, Ini Arahnya ke Mana, Ya?","drama,family,life",2026,ayah ini arahnya ke mana ya,Indo_Lama,Indo
Tumbal Proyek,"horror,thriller,mystery",2026,tumbal proyek,Indo_Lama,Indo
Suzzanna: Santet Dosa di Atas Dosa,"horror,supernatural,thriller",2026,suzzanna santet dosa di atas dosa,Indo_Lama,Indo
Monster Pabrik Rambut,"horror,thriller,drama",2026,monster pabrik rambut,Indo_Lama,Indo
Nobody Loves Kay,"drama,romance,life",2026,nobody loves kay,Indo_Lama,Indo
Warkop DKI: Viralin Doooong!!,"comedy,drama,family",2026,warkop dki viralin doooong,Indo_Lama,Indo
Kucing Hitam,"horror,mystery,thriller",2026,kucing hitam,Indo_Lama,Indo
Dosa: Penebusan atau Pengampunan,"drama,religion,life",2026,dosa penebusan atau pengampunan,Indo_Lama,Indo
Garuda di Dadaku (Reboot),"drama,sport,family",2026,garuda di dadaku reboot,Indo_Lama,Indo
Miracle in Cell No. 7,"drama, family",2022,miracle in cell no 7,Indo_Baru,English
Jalan yang Jauh Jangan Lupa Pulang,drama,2023,jalan yang jauh jangan lupa pulang,Indo_Baru,Indo
Dear David,"drama, romance",2023,dear david,Indo_Baru,Indo
Sayap-Sayap Patah,"drama, romance, action",2022,sayapsayap patah,Indo_Baru,Indo
Ku Kira Kau Rumah,"drama, romance",2022,ku kira kau rumah,Indo_Baru,Indo
172 Days,"drama, romance",2023,172 days,Indo_Baru,Indo
1 Kakak 7 Ponakan,"drama, family",2025,1 kakak 7 ponakan,Indo_Baru,Indo
Cahaya Dari Timur: Beta Maluku,"drama, sports",2014,cahaya dari timur beta maluku,Indo_Baru,Indo
Ancika: Dia yang Bersamamu 1995,"romance, drama",2024,ancika dia yang bersamamu 1995,Indo_Baru,Indo
Ipar Adalah Maut,"romance, drama",2024,ipar adalah maut,Indo_Baru,Indo
The Architecture of Love (TAOL),"romance, drama",2024,the architecture of love taol,Indo_Baru,English
Ada Apa Dengan Cinta 2,"romance, drama",2016,ada apa dengan cinta 2,Indo_Baru,Indo
Akhirat: A Love Story,"romance, fantasy",2021,akhirat a love story,Indo_Baru,English
Jatuh Cinta Seperti di Film-Film,"romance, comedy, drama",2023,jatuh cinta seperti di filmfilm,Indo_Baru,Indo
Tenggelamnya Kapal Van der Wijck,"romance, drama",2013,tenggelamnya kapal van der wijck,Indo_Baru,Indo
Bismillah Kunikahi Suamimu,"romance, drama",2023,bismillah kunikahi suamimu,Indo_Baru,Indo
Kang Mak (From Pee Mak),"comedy, horror, romance",2024,kang mak from pee mak,Indo_Baru,Indo
"Imperfect: Karier, Cinta & Timbangan","comedy, drama, romance",2019,imperfect karier cinta  timbangan,Indo_Baru,Indo
Gara-Gara Warisan,"comedy, drama",2022,garagara warisan,Indo_Baru,Indo
Onde Mande!,"comedy, drama",2023,onde mande,Indo_Baru,Indo
Vina: Sebelum 7 Hari,"horror, crime",2024,vina sebelum 7 hari,Indo_Baru,Indo
Perempuan Tanah Jahanam,"horror, thriller",2019,perempuan tanah jahanam,Indo_Baru,Indo
Pemukiman Setan,"horror, action",2024,pemukiman setan,Indo_Baru,Indo
Mencuri Raden Saleh,"action, crime",2022,mencuri raden saleh,Indo_Baru,Indo
Wiro Sableng,"action, comedy",2018,wiro sableng,Indo_Baru,Indo
Foxtrot Six,"action, sci-fi",2019,foxtrot six,Indo_Baru,Indo
Tarung Sarung,"action, drama",2020,tarung sarung,Indo_Baru,Indo
Ben & Jody,"action, drama",2022,ben  jody,Indo_Baru,Indo
Satria Dewa: Gatotkaca,"action, sci-fi",2022,satria dewa gatotkaca,Indo_Baru,Indo
Marlina si Pembunuh dalam Empat Babak,"thriller, action",2017,marlina si pembunuh dalam empat babak,Indo_Baru,Indo
