title,genres,year,clean_title,source,language
Demi Dewi,drama,2010,demi dewi,Indo_Lama,Indo
Dendam Pocong Mupeng,horror,2010,dendam pocong mupeng,Indo_Lama,Indo
Di Dasar Segalanya,drama,2010,di dasar segalanya,Indo_Lama,Indo
Gaby dan Lagunya,drama,2010,gaby dan lagunya,Indo_Lama,Indo
Hantu Puncak Datang Bulan,comedy,2010,hantu puncak datang bulan,Indo_Lama,Indo
Hantu Tanah Kusir,horror,2010,hantu tanah kusir,Indo_Lama,Indo
Hari Untuk Amanda,drama,2010,hari untuk amanda,Indo_Lama,Indo
Heart 2 Heart,drama,2010,heart 2 heart,Indo_Lama,Indo
I Know What You Did on Facebook,comedy,2010,i know what you did on facebook,Indo_Lama,Indo
Istri Bo'ongan,drama,2010,istri boongan,Indo_Lama,Indo
Jakarta Maghrib,drama,2010,jakarta maghrib,Indo_Lama,Indo
Jejak Darah,horror,2010,jejak darah,Indo_Lama,Indo
Jinx,comedy,2010,jinx,Indo_Lama,Indo
Kabayan Jadi Milyuner,comedy,2010,kabayan jadi milyuner,Indo_Lama,Indo
Kain Kafan Perawan,horror,2010,kain kafan perawan,Indo_Lama,Indo
Laskar Pemimpi,comedy,2010,laskar pemimpi,Indo_Lama,Indo
"Lihat Boleh, Pegang Jangan",comedy,2010,lihat boleh pegang jangan,Indo_Lama,Indo
London Virginia,comedy,2010,london virginia,Indo_Lama,Indo
Love in Perth,drama,2010,love in perth,Indo_Lama,English
Madame X,action,2010,madame x,Indo_Lama,Indo
Mafia Insyaf,action,2010,mafia insyaf,Indo_Lama,Indo
Melodi,drama,2010,melodi,Indo_Lama,Indo
Menculik Miyabi,action,2010,menculik miyabi,Indo_Lama,Indo
Menebus Impian,drama,2010,menebus impian,Indo_Lama,Indo
Minggu Pagi di Victoria Park,drama,2010,minggu pagi di victoria park,Indo_Lama,Indo
Nakalnya Anak Muda,horror,2010,nakalnya anak muda,Indo_Lama,Indo
Ngebut Kawin,comedy,2010,ngebut kawin,Indo_Lama,Indo
Not for Sale,drama,2010,not for sale,Indo_Lama,Indo
Obama Anak Menteng,drama,2010,obama anak menteng,Indo_Lama,Indo
Pemburu Hantu: The Movie,horror,2010,pemburu hantu the movie,Indo_Lama,English
Pengakuan Seorang Pelacur,drama,2010,pengakuan seorang pelacur,Indo_Lama,Indo
Pengantin Pantai Biru,horror,2010,pengantin pantai biru,Indo_Lama,Indo
Pengantin Sunat,comedy,2010,pengantin sunat,Indo_Lama,Indo
Pengantin Topeng,drama,2010,pengantin topeng,Indo_Lama,Indo
Perjaka Terakhir 2,comedy,2010,perjaka terakhir 2,Indo_Lama,Indo
Pocong Jumat Kliwon,comedy,2010,pocong jumat kliwon,Indo_Lama,Indo
Pocong Keliling,comedy,2010,pocong keliling,Indo_Lama,Indo
Pocong Rumah Angker,horror,2010,pocong rumah angker,Indo_Lama,Indo
Raped by Saitan (Diperkosa Setan),horror,2010,raped by saitan diperkosa setan,Indo_Lama,Indo
Ratu KostMopolitan,comedy,2010,ratu kostmopolitan,Indo_Lama,Indo
Rayuan Arwah Penasaran,horror,2010,rayuan arwah penasaran,Indo_Lama,Indo
Red CobeX,comedy,2010,red cobex,Indo_Lama,Indo
Red and White II: Blood of Eagles,action,2010,red and white ii blood of eagles,Indo_Lama,English
Rintihan Kuntilanak Perawan,horror,2010,rintihan kuntilanak perawan,Indo_Lama,Indo
Roman Picisan,drama,2010,roman picisan,Indo_Lama,Indo
SKJ: Seleb Kota Jogja,comedy,2010,skj seleb kota jogja,Indo_Lama,Indo
Sang Pencerah,biography,2010,sang pencerah,Indo_Lama,Indo
Satu Jam Saja,drama,2010,satu jam saja,Indo_Lama,Indo
Sehidup (Tak) Semati,drama,2010,sehidup tak semati,Indo_Lama,Indo
Selimut Berdarah,thriller,2010,selimut berdarah,Indo_Lama,Indo
Senggol Bacok,comedy,2010,senggol bacok,Indo_Lama,Indo
Setan Facebook,horror,2010,setan facebook,Indo_Lama,Indo
Sst... Jadikan Aku Simpanan,drama,2010,sst jadikan aku simpanan,Indo_Lama,Indo
Susah Jaga Keperawanan di Jakarta,comedy,2010,susah jaga keperawanan di jakarta,Indo_Lama,Indo
Sweetheart,drama,2010,sweetheart,Indo_Lama,Indo
Tanah Air Beta,drama,2010,tanah air beta,Indo_Lama,Indo
Taring,horror,2010,taring,Indo_Lama,Indo
Te[rekam],horror,2010,terekam,Indo_Lama,Indo
The God Babe,comedy,2010,the god babe,Indo_Lama,English
Tiran: Mati di Ranjang,horror,2010,tiran mati di ranjang,Indo_Lama,Indo
Toilet 105,horror,2010,toilet 105,Indo_Lama,Indo
Ai Lop Yu Pul,comedy,2009,ai lop yu pul,Indo_Lama,Indo
Air Terjun Pengantin,horror,2009,air terjun pengantin,Indo_Lama,Indo
Anak Setan,horror,2009,anak setan,Indo_Lama,Indo
Asmara Dua Diana,comedy,2009,asmara dua diana,Indo_Lama,Indo
Benci Disko,comedy,2009,benci disko,Indo_Lama,Indo
Bukan Cinta Biasa,comedy,2009,bukan cinta biasa,Indo_Lama,Indo
Bukan Malin Kundang,comedy,2009,bukan malin kundang,Indo_Lama,Indo
Capres: Calo Presiden,comedy,2009,capres calo presiden,Indo_Lama,Indo
Cin(T)a,drama,2009,cinta,Indo_Lama,Indo
Darah Janda Kolong Wewe,horror,2009,darah janda kolong wewe,Indo_Lama,Indo
Darah Perawan Bulan Madu,horror,2009,darah perawan bulan madu,Indo_Lama,Indo
Dikejar Setan,horror,2009,dikejar setan,Indo_Lama,Indo
Emak Ingin Naik Haji,drama,2009,emak ingin naik haji,Indo_Lama,Indo
Garuda di Dadaku,drama,2009,garuda di dadaku,Indo_Lama,Indo
Get Married 2,comedy,2009,get married 2,Indo_Lama,Indo
Glitch: Tersesat dalam Waktu,sci-fi,2009,glitch tersesat dalam waktu,Indo_Lama,Indo
Hantu Biang Kerok,comedy,2009,hantu biang kerok,Indo_Lama,Indo
Hantu Binal Jembatan Semanggi,horror,2009,hantu binal jembatan semanggi,Indo_Lama,Indo
Hantu Jamu Gendong,horror,2009,hantu jamu gendong,Indo_Lama,Indo
Hantu Rumah Ampera,horror,2009,hantu rumah ampera,Indo_Lama,Indo
Heart-Break.com,comedy,2009,heartbreakcom,Indo_Lama,Indo
Identitas,drama,2009,identitas,Indo_Lama,Indo
Jagad X Code,,2009,jagad x code,Indo_Lama,Indo
Jamila dan Sang Presiden,drama,2009,jamila dan sang presiden,Indo_Lama,Indo
Janda Kembang,comedy,2009,janda kembang,Indo_Lama,Indo
Jeritan Kuntilanak,horror,2009,jeritan kuntilanak,Indo_Lama,Indo
Kambing Jantan,comedy,2009,kambing jantan,Indo_Lama,Indo
Kata Maaf Terakhir,drama,2009,kata maaf terakhir,Indo_Lama,Indo
Kawin Laris,comedy,2009,kawin laris,Indo_Lama,Indo
Keramat,horror,2009,keramat,Indo_Lama,Indo
Ketika Cinta Bertasbih,drama,2009,ketika cinta bertasbih,Indo_Lama,Indo
Ketika Cinta Bertasbih 2,drama,2009,ketika cinta bertasbih 2,Indo_Lama,Indo
King,drama,2009,king,Indo_Lama,Indo
Kirun + Adul,comedy,2009,kirun  adul,Indo_Lama,Indo
Kisah Nyata Kereta Setan Manggarai,horror,2009,kisah nyata kereta setan manggarai,Indo_Lama,Indo
Krazy Crazy Krezy...,comedy,2009,krazy crazy krezy,Indo_Lama,Indo
Kuntilanak Beranak,horror,2009,kuntilanak beranak,Indo_Lama,Indo
Kutukan Suster Ngesot,horror,2009,kutukan suster ngesot,Indo_Lama,Indo
Macabre,drama,2009,macabre,Indo_Lama,Indo
Maling Kutang,comedy,2009,maling kutang,Indo_Lama,Indo
Mati Suri,horror,2009,mati suri,Indo_Lama,Indo
Mau Dong... Ah,comedy,2009,mau dong ah,Indo_Lama,Indo
Merah Putih,action,2009,merah putih,Indo_Lama,Indo
Merantau,action,2009,merantau,Indo_Lama,Indo
Nazar,comedy,2009,nazar,Indo_Lama,Indo
Paku Kuntilanak,horror,2009,paku kuntilanak,Indo_Lama,Indo
Perempuan Berkalung Sorban,drama,2009,perempuan berkalung sorban,Indo_Lama,Indo
Perjaka Terakhir,drama,2009,perjaka terakhir,Indo_Lama,Indo
Pijat Atas Tekan Bawah,comedy,2009,pijat atas tekan bawah,Indo_Lama,Indo
Pintu Terlarang,horror,2009,pintu terlarang,Indo_Lama,Indo
Pocong Jalan Blora,horror,2009,pocong jalan blora,Indo_Lama,Indo
Pocong Kamar Sebelah,horror,2009,pocong kamar sebelah,Indo_Lama,Indo
Pocong Setan Jompo,horror,2009,pocong setan jompo,Indo_Lama,Indo
Preman in Love,comedy,2009,preman in love,Indo_Lama,English
Punk in Love,adventure,2009,punk in love,Indo_Lama,English
Putih Abu-Abu dan Sepatu Kets,drama,2009,putih abuabu dan sepatu kets,Indo_Lama,Indo
Queen Bee,drama,2009,queen bee,Indo_Lama,Indo
Rasa,action,2009,rasa,Indo_Lama,Indo
Romeo Juliet,drama,2009,romeo juliet,Indo_Lama,Indo
Ruma Maida,drama,2009,ruma maida,Indo_Lama,Indo
SMS: Suka Ma Suka,comedy,2009,sms suka ma suka,Indo_Lama,Indo
Sang Pemimpi,adventure,2009,sang pemimpi,Indo_Lama,Indo
Satu Rumpun?,comedy,2009,satu rumpun,Indo_Lama,Indo
Selendang Rocker,comedy,2009,selendang rocker,Indo_Lama,Indo
Sepuluh,drama,2009,sepuluh,Indo_Lama,Indo
Serigala Terakhir,action,2009,serigala terakhir,Indo_Lama,Indo
Setan Budeg,horror,2009,setan budeg,Indo_Lama,Indo
Sumpah (Ini) Pocong!,comedy,2009,sumpah ini pocong,Indo_Lama,Indo
Suster Keramas,comedy,2009,suster keramas,Indo_Lama,Indo
Susuk Pocong,horror,2009,susuk pocong,Indo_Lama,Indo
Terowongan Rumah Sakit,horror,2009,terowongan rumah sakit,Indo_Lama,Indo
The Ghost of Mortuary,horror,2009,the ghost of mortuary,Indo_Lama,English
The Maling Kuburans,comedy,2009,the maling kuburans,Indo_Lama,English
The Police,action,2009,the police,Indo_Lama,English
The Real Pocong,horror,2009,the real pocong,Indo_Lama,English
The Tarix Jabrix 2,comedy,2009,the tarix jabrix 2,Indo_Lama,English
Virgin 2: Bukan Film Porno,drama,2009,virgin 2 bukan film porno,Indo_Lama,Indo
Wakil Rakyat,comedy,2009,wakil rakyat,Indo_Lama,Indo
XXL: Double Extra Large,comedy,2009,xxl double extra large,Indo_Lama,Indo
3 Doa 3 Cinta,drama,2008,3 doa 3 cinta,Indo_Lama,Indo
40 Hari Bangkitnya Pocong,horror,2008,40 hari bangkitnya pocong,Indo_Lama,Indo
"Ada Kamu, Aku Ada",drama,2008,ada kamu aku ada,Indo_Lama,Indo
Anda Puas Saya Loyo,comedy,2008,anda puas saya loyo,Indo_Lama,Indo
Asoy Geboy,comedy,2008,asoy geboy,Indo_Lama,Indo
Babi Buta yang Ingin Terbang,drama,2008,babi buta yang ingin terbang,Indo_Lama,Indo
Barbi3,,2008,barbi3,Indo_Lama,Indo
Basahhh...,comedy,2008,basahhh,Indo_Lama,Indo
Best Friend?,,2008,best friend,Indo_Lama,Indo
Chika,drama,2008,chika,Indo_Lama,Indo
Cinlok,comedy,2008,cinlok,Indo_Lama,Indo
Cinta Setaman,drama,2008,cinta setaman,Indo_Lama,Indo
Claudia/Jasmine,comedy,2008,claudiajasmine,Indo_Lama,Indo
Coblos Cinta,comedy,2008,coblos cinta,Indo_Lama,Indo
D.O. (Drop Out),comedy,2008,do drop out,Indo_Lama,Indo
Di Bawah Pohon,drama,2008,di bawah pohon,Indo_Lama,Indo
Doa yang Mengancam,drama,2008,doa yang mengancam,Indo_Lama,Indo
Drupadi,drama,2008,drupadi,Indo_Lama,Indo
Fiksi.,thriller,2008,fiksi,Indo_Lama,Indo
From Bandung with Love,drama,2008,from bandung with love,Indo_Lama,Indo
Gara-Gara Bola,comedy,2008,garagara bola,Indo_Lama,Indo
Hantu Aborsi,horror,2008,hantu aborsi,Indo_Lama,Indo
Hantu Ambulance,horror,2008,hantu ambulance,Indo_Lama,Indo
Hantu Jembatan Ancol,horror,2008,hantu jembatan ancol,Indo_Lama,Indo
Hantu Perawan Jeruk Purut,horror,2008,hantu perawan jeruk purut,Indo_Lama,Indo
In the Name of Love,drama,2008,in the name of love,Indo_Lama,English
Kado Hari Jadi,thriller,2008,kado hari jadi,Indo_Lama,Indo
Kalau Cinta Jangan Cengeng,drama,2008,kalau cinta jangan cengeng,Indo_Lama,Indo
Karma,thriller,2008,karma,Indo_Lama,Indo
Kawin Kontrak,comedy,2008,kawin kontrak,Indo_Lama,Indo
Kawin Kontrak Lagi,comedy,2008,kawin kontrak lagi,Indo_Lama,Indo
Kekasih,drama,2008,kekasih,Indo_Lama,Indo
Kereta Hantu Manggarai,horror,2008,kereta hantu manggarai,Indo_Lama,Indo
Kesurupan,horror,2008,kesurupan,Indo_Lama,Indo
Ku Tunggu Jandamu,comedy,2008,ku tunggu jandamu,Indo_Lama,Indo
Kun fayakuun,drama,2008,kun fayakuun,Indo_Lama,Indo
Kuntilanak 3,horror,2008,kuntilanak 3,Indo_Lama,Indo
Laskar Pelangi,adventure,2008,laskar pelangi,Indo_Lama,Indo
Liar,,2008,liar,Indo_Lama,Indo
Lost in Love,drama,2008,lost in love,Indo_Lama,English
Love,drama,2008,love,Indo_Lama,Indo
MBA: Married by Accident,comedy,2008,mba married by accident,Indo_Lama,Indo
Mas Suka Masukin Aja,comedy,2008,mas suka masukin aja,Indo_Lama,Indo
May,drama,2008,may,Indo_Lama,Indo
Mengaku Rasul,drama,2008,mengaku rasul,Indo_Lama,Indo
"Mereka Bilang, Saya Monyet!",drama,2008,mereka bilang saya monyet,Indo_Lama,Indo
Merem Melek,comedy,2008,merem melek,Indo_Lama,Indo
Mupeng,comedy,2008,mupeng,Indo_Lama,Indo
Namaku Dick,comedy,2008,namaku dick,Indo_Lama,Indo
Oh Baby,drama,2008,oh baby,Indo_Lama,Indo
"Oh, My God!",comedy,2008,oh my god,Indo_Lama,Indo
Otomatis Romantis,comedy,2008,otomatis romantis,Indo_Lama,Indo
Pencarian Terakhir,adventure,2008,pencarian terakhir,Indo_Lama,Indo
Pocong vs. Kuntilanak,horror,2008,pocong vs kuntilanak,Indo_Lama,Indo
Pulau Hantu 2,horror,2008,pulau hantu 2,Indo_Lama,Indo
Radit & Jani,drama,2008,radit  jani,Indo_Lama,Indo
Sarang Kuntilanak,horror,2008,sarang kuntilanak,Indo_Lama,Indo
Saus Kacang,drama,2008,saus kacang,Indo_Lama,Indo
Setannya Kok Beneran?,comedy,2008,setannya kok beneran,Indo_Lama,Indo
Si Jago Merah,comedy,2008,si jago merah,Indo_Lama,Indo
Skandal Cinta Babi Ngepet,romance,2008,skandal cinta babi ngepet,Indo_Lama,Indo
Suami-Suami Takut Istri: The Movie,comedy,2008,suamisuami takut istri the movie,Indo_Lama,English
Summer Breeze,romance,2008,summer breeze,Indo_Lama,Indo
Sumpah Pocong di Sekolah,drama,2008,sumpah pocong di sekolah,Indo_Lama,Indo
Susahnya Jadi Perawan,comedy,2008,susahnya jadi perawan,Indo_Lama,Indo
Syahadat Cinta,drama,2008,syahadat cinta,Indo_Lama,Indo
Takut: Faces of Fear,horror,2008,takut faces of fear,Indo_Lama,English
Tali Pocong Perawan,horror,2008,tali pocong perawan,Indo_Lama,Indo
Tarzan ke Kota,comedy,2008,tarzan ke kota,Indo_Lama,Indo
The Shaman,horror,2008,the shaman,Indo_Lama,English
The Tarix Jabrix,comedy,2008,the tarix jabrix,Indo_Lama,English
Tiren: Mati Kemaren,horror,2008,tiren mati kemaren,Indo_Lama,Indo
Tri Mas Getir,comedy,2008,tri mas getir,Indo_Lama,Indo
Tulalit,comedy,2008,tulalit,Indo_Lama,Indo
Verses of Love,drama,2008,verses of love,Indo_Lama,English
Want More?,comedy,2008,want more,Indo_Lama,Indo
"XL: Extra Large - Antara Aku, Kau, dan Mak Erot",drama,2008,xl extra large  antara aku kau dan mak erot,Indo_Lama,Indo
3 Hari Untuk Selamanya,comedy,2007,3 hari untuk selamanya,Indo_Lama,Indo
Angkerbatu,horror,2007,angkerbatu,Indo_Lama,Indo
Badai Pasti Berlalu,drama,2007,badai pasti berlalu,Indo_Lama,Indo
Beranak dalam Kubur,horror,2007,beranak dalam kubur,Indo_Lama,Indo
Bukan Bintang Biasa,,2007,bukan bintang biasa,Indo_Lama,Indo
Dead Time,crime,2007,dead time,Indo_Lama,Indo
Enam,horror,2007,enam,Indo_Lama,Indo
Film Horor,comedy,2007,film horor,Indo_Lama,Indo
Genderuwo,horror,2007,genderuwo,Indo_Lama,Indo
Get Married,comedy,2007,get married,Indo_Lama,Indo
Hantu,horror,2007,hantu,Indo_Lama,Indo
Jelangkung 3,horror,2007,jelangkung 3,Indo_Lama,Indo
Kangen,drama,2007,kangen,Indo_Lama,Indo
Lantai 13,horror,2007,lantai 13,Indo_Lama,Indo
Lari dari Blora,drama,2007,lari dari blora,Indo_Lama,Indo
Lawang Sewu,horror,2007,lawang sewu,Indo_Lama,Indo
Legenda Sundel Bolong,horror,2007,legenda sundel bolong,Indo_Lama,Indo
Long Road to Heaven,drama,2007,long road to heaven,Indo_Lama,English
Lotus Requiem,drama,2007,lotus requiem,Indo_Lama,Indo
Love Is Cinta,drama,2007,love is cinta,Indo_Lama,Indo
Malam Jumat Kliwon,horror,2007,malam jumat kliwon,Indo_Lama,Indo
Medley,drama,2007,medley,Indo_Lama,Indo
Mengejar Mas Mas,comedy,2007,mengejar mas mas,Indo_Lama,Indo
Miracle: Menantang Maut,horror,2007,miracle menantang maut,Indo_Lama,Indo
Naga Bonar Jadi 2,comedy,2007,naga bonar jadi 2,Indo_Lama,Indo
Pocong 3,horror,2007,pocong 3,Indo_Lama,Indo
Pulau Hantu,horror,2007,pulau hantu,Indo_Lama,Indo
Quickie Express,comedy,2007,quickie express,Indo_Lama,Indo
Roh,horror,2007,roh,Indo_Lama,Indo
Selamanya,drama,2007,selamanya,Indo_Lama,Indo
Suster N,horror,2007,suster n,Indo_Lama,Indo
Suster Ngesot,horror,2007,suster ngesot,Indo_Lama,Indo
Tentang Cinta,drama,2007,tentang cinta,Indo_Lama,Indo
Terowongan Casablanca,horror,2007,terowongan casablanca,Indo_Lama,Indo
The Butterfly,drama,2007,the butterfly,Indo_Lama,English
The Photograph,drama,2007,the photograph,Indo_Lama,English
The Wall,horror,2007,the wall,Indo_Lama,English
9 Naga,crime,2006,9 naga,Indo_Lama,Indo
Bangku Kosong,horror,2006,bangku kosong,Indo_Lama,Indo
Berbagi Suami,comedy,2006,berbagi suami,Indo_Lama,Indo
Betina,drama,2006,betina,Indo_Lama,Indo
"Denias, Senandung di Atas Awan",drama,2006,denias senandung di atas awan,Indo_Lama,Indo
Ekspedisi Madewa,,2006,ekspedisi madewa,Indo_Lama,Indo
Garasi,drama,2006,garasi,Indo_Lama,Indo
Gotcha,horror,2006,gotcha,Indo_Lama,Indo
Gue Kapok Jatuh Cinta,comedy,2006,gue kapok jatuh cinta,Indo_Lama,Indo
Hantu Jeruk Purut,horror,2006,hantu jeruk purut,Indo_Lama,Indo
Heart,drama,2006,heart,Indo_Lama,Indo
Jakarta Undercover,thriller,2006,jakarta undercover,Indo_Lama,Indo
Jatuh Cinta Lagi,romance,2006,jatuh cinta lagi,Indo_Lama,Indo
Koper,drama,2006,koper,Indo_Lama,Indo
Lentera Merah,drama,2006,lentera merah,Indo_Lama,Indo
Maskot,comedy,2006,maskot,Indo_Lama,Indo
Opera Jawa,drama,2006,opera jawa,Indo_Lama,Indo
Pesan dari Surga,drama,2006,pesan dari surga,Indo_Lama,Indo
Pocong,drama,2006,pocong,Indo_Lama,Indo
Pocong 2,horror,2006,pocong 2,Indo_Lama,Indo
"Realita, Cinta, dan Rock n' Roll",drama,2006,realita cinta dan rock n roll,Indo_Lama,Indo
Ruang,,2006,ruang,Indo_Lama,Indo
The Chanting,horror,2006,the chanting,Indo_Lama,English
12:00 A.M.,drama,2005,1200 am,Indo_Lama,Indo
Alexandria,drama,2005,alexandria,Indo_Lama,Indo
Bad Wolves,action,2005,bad wolves,Indo_Lama,Indo
Banyu Biru,drama,2005,banyu biru,Indo_Lama,Indo
Belahan Jiwa,thriller,2005,belahan jiwa,Indo_Lama,Indo
Brownies,,2005,brownies,Indo_Lama,Indo
Catatan Akhir Sekolah,comedy,2005,catatan akhir sekolah,Indo_Lama,Indo
Detik Terakhir,,2005,detik terakhir,Indo_Lama,Indo
Gie,biography,2005,gie,Indo_Lama,Indo
Issue,thriller,2005,issue,Indo_Lama,Indo
Janji Joni,adventure,2005,janji joni,Indo_Lama,Indo
Me vs. High Heels,,2005,me vs high heels,Indo_Lama,Indo
Mirror,horror,2005,mirror,Indo_Lama,Indo
Panggil Namaku 3Ã,horror,2005,panggil namaku 3,Indo_Lama,Indo
Tentang Dia,drama,2005,tentang dia,Indo_Lama,Indo
Ungu Violet,drama,2005,ungu violet,Indo_Lama,Indo
Untuk Rena,drama,2005,untuk rena,Indo_Lama,Indo
Vina Bilang Cinta,romance,2005,vina bilang cinta,Indo_Lama,Indo
Virgin,drama,2005,virgin,Indo_Lama,Indo
What Love Means,comedy,2005,what love means,Indo_Lama,Indo
30 Hari Mencari Cinta,comedy,2004,30 hari mencari cinta,Indo_Lama,Indo
Bangsal 13,horror,2004,bangsal 13,Indo_Lama,Indo
Impian Kemarau,drama,2004,impian kemarau,Indo_Lama,Indo
Kejar Amerika,adventure,2004,kejar amerika,Indo_Lama,Indo
Lovely Luna,drama,2004,lovely luna,Indo_Lama,Indo
Mengejar Matahari,drama,2004,mengejar matahari,Indo_Lama,Indo
Petualangan 100 Jam,drama,2004,petualangan 100 jam,Indo_Lama,Indo
Rindu Kami Padamu,drama,2004,rindu kami padamu,Indo_Lama,Indo
Satu Kecupan,comedy,2004,satu kecupan,Indo_Lama,Indo
Tak Biasa,comedy,2004,tak biasa,Indo_Lama,Indo
Arisan!,comedy,2003,arisan,Indo_Lama,Indo
Biarkan Bintang Menari,drama,2003,biarkan bintang menari,Indo_Lama,Indo
Biola Tak Berdawai,drama,2003,biola tak berdawai,Indo_Lama,Indo
Cinta 24 Karat,comedy,2003,cinta 24 karat,Indo_Lama,Indo
Eiffel I'm in Love,drama,2003,eiffel im in love,Indo_Lama,English
Kiamat Sudah Dekat,comedy,2003,kiamat sudah dekat,Indo_Lama,Indo
Rumah Ketujuh,comedy,2003,rumah ketujuh,Indo_Lama,Indo
Singa Karawang Bekasi,drama,2003,singa karawang bekasi,Indo_Lama,Indo
Tusuk Jelangkung,horror,2003,tusuk jelangkung,Indo_Lama,Indo
Untukmu,drama,2003,untukmu,Indo_Lama,Indo
5 Sehat 4 Sempurna,comedy,2002,5 sehat 4 sempurna,Indo_Lama,Indo
Aku Ingin Menciummu Sekali Saja,comedy,2002,aku ingin menciummu sekali saja,Indo_Lama,Indo
Andai Ia Tahu,comedy,2002,andai ia tahu,Indo_Lama,Indo
Arwah yang Kembali,drama,2002,arwah yang kembali,Indo_Lama,Indo
Bendera,family,2002,bendera,Indo_Lama,Indo
Beth,drama,2002,beth,Indo_Lama,Indo
Ca-bau-kan,drama,2002,cabaukan,Indo_Lama,Indo
"Eliana, Eliana",drama,2002,eliana eliana,Indo_Lama,Indo
Kafir,horror,2002,kafir,Indo_Lama,Indo
Titik Hitam,drama,2002,titik hitam,Indo_Lama,Indo
What's Up with Love?,drama,2002,whats up with love,Indo_Lama,Indo
Jakarta Project,,2001,jakarta project,Indo_Lama,Indo
Joshua Oh Joshua,comedy,2001,joshua oh joshua,Indo_Lama,Indo
Marsinah,drama,2001,marsinah,Indo_Lama,Indo
Pasir Berbisik,drama,2001,pasir berbisik,Indo_Lama,Indo
The Uninvited,horror,2001,the uninvited,Indo_Lama,English
Tragedi,action,2001,tragedi,Indo_Lama,Indo
Viva Indonesia,,2001,viva indonesia,Indo_Lama,Indo
Petualangan Sherina,adventure,2000,petualangan sherina,Indo_Lama,Indo
Reinkarnasi,action,2000,reinkarnasi,Indo_Lama,Indo
Telegram,drama,2000,telegram,Indo_Lama,Indo
Kuldesak,action,1999,kuldesak,Indo_Lama,Indo
Fatahillah,action,1998,fatahillah,Indo_Lama,Indo
Leaf on a Pillow,crime,1998,leaf on a pillow,Indo_Lama,English
Tropic of Emerald,war,1997,tropic of emerald,Indo_Lama,English
Bergairah di Puncak,drama,1996,bergairah di puncak,Indo_Lama,Indo
Bisikan Nafsu,horror,1996,bisikan nafsu,Indo_Lama,Indo
Cinta dan Nafsu,drama,1996,cinta dan nafsu,Indo_Lama,Indo
Hukuman Zinah,horror,1996,hukuman zinah,Indo_Lama,Indo
Lampiasan nafsu,drama,1996,lampiasan nafsu,Indo_Lama,Indo
Selingkuh,drama,1996,selingkuh,Indo_Lama,Indo
Bulan Tertusuk Ilalang,drama,1995,bulan tertusuk ilalang,Indo_Lama,Indo
Gairah Malam 2,drama,1995,gairah malam 2,Indo_Lama,Indo
Permainan Binal,drama,1995,permainan binal,Indo_Lama,Indo
Ruby Fruit,fantasy,1995,ruby fruit,Indo_Lama,Indo
Without Mercy,action,1995,without mercy,Indo_Lama,Indo
Catatan Harian Tante Sonya,drama,1994,catatan harian tante sonya,Indo_Lama,Indo
Dewi Angin Angin,fantasy,1994,dewi angin angin,Indo_Lama,Indo
Gaun Merah,horror,1994,gaun merah,Indo_Lama,Indo
Godaan Cinta,drama,1994,godaan cinta,Indo_Lama,Indo
Kenikmatan Tabu,drama,1994,kenikmatan tabu,Indo_Lama,Indo
Pencet Sana Pencet Sini,comedy,1994,pencet sana pencet sini,Indo_Lama,Indo
Ranjang yang Ternoda,drama,1994,ranjang yang ternoda,Indo_Lama,Indo
Saya Duluan Dong,,1994,saya duluan dong,Indo_Lama,Indo
Setetes Noda Manis,drama,1994,setetes noda manis,Indo_Lama,Indo
Si Kabayan Mencari Jodoh,comedy,1994,si kabayan mencari jodoh,Indo_Lama,Indo
Surat Untuk Bidadari,drama,1994,surat untuk bidadari,Indo_Lama,Indo
Wanita Dalam Gairah,crime,1994,wanita dalam gairah,Indo_Lama,Indo
Badut-Badut Kota,comedy,1993,badutbadut kota,Indo_Lama,Indo
Gairah Malam,drama,1993,gairah malam,Indo_Lama,Indo
Mumpung Ada Kesempatan,,1993,mumpung ada kesempatan,Indo_Lama,Indo
Oeroeg,drama,1993,oeroeg,Indo_Lama,Indo
Rage and Honor II,action,1993,rage and honor ii,Indo_Lama,English
Susuk Nyi Roro Kidul,fantasy,1993,susuk nyi roro kidul,Indo_Lama,Indo
Angel of Fury,action,1992,angel of fury,Indo_Lama,English
Bibir Mer,comedy,1992,bibir mer,Indo_Lama,Indo
Cinta Dalam Sepotong Roti,drama,1992,cinta dalam sepotong roti,Indo_Lama,Indo
Kembalinya Si Janda Kembang,horror,1992,kembalinya si janda kembang,Indo_Lama,Indo
Lady Dragon,action,1992,lady dragon,Indo_Lama,Indo
Masuk Kena Keluar Kena,comedy,1992,masuk kena keluar kena,Indo_Lama,Indo
Olga dan Sepatu Roda,comedy,1992,olga dan sepatu roda,Indo_Lama,Indo
Salah Masuk,comedy,1992,salah masuk,Indo_Lama,Indo
Skandal Iblis,horror,1992,skandal iblis,Indo_Lama,Indo
Ajian Ratu Laut Kidul,drama,1991,ajian ratu laut kidul,Indo_Lama,Indo
Bisa Naik Bisa Turun,comedy,1991,bisa naik bisa turun,Indo_Lama,Indo
Catatan Si Boy 5,drama,1991,catatan si boy 5,Indo_Lama,Indo
Double Crosser,action,1991,double crosser,Indo_Lama,Indo
Gadis Metropolis,drama,1991,gadis metropolis,Indo_Lama,Indo
Makhluk dari Kubur,horror,1991,makhluk dari kubur,Indo_Lama,Indo
